type,drug_name,yj_code,expected_generic_code_from_yj,actual_generic_code,generic_name,match_type,exception_product_match
non_exact_generic_relation,ＨＭ散,2339178B1040,2339178B1ZZZ,2339178BAZZZ,【般】ジアスターゼ・生薬等配合散,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモプトールＸＥ点眼液０．２５％,1319702Q3037,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモプトールＸＥ点眼液０．５％,1319702Q4033,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「日医工」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,セルタッチパップ７０　１０ｃｍ×１４ｃｍ,2649731S1143,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,フェルビナクテープ７０ｍｇ「ＥＭＥＣ」　１０ｃｍ×１４ｃｍ,2649731S1178,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,モーラステープＬ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649729S3084,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モーラステープ２０ｍｇ　７ｃｍ×１０ｃｍ,2649729S2169,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ゼポラステープ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S2047,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ,1329710Q1027,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「ラクール」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SBZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「ラクール」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SDZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ビオヂアスミンＦ－２散,2316012A1124,2316012A1ZZZ,2316012AAZZZ,【般】ラクトミン原末,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ヒルドイドローション０．３％,3339950Q1074,3339950Q1ZZZ,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「日医工」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,デパケンＲ錠２００ｍｇ,1139004G2063,1139004G2ZZZ,1139004GAZZZ,【般】バルプロ酸Ｎａ徐放錠２００ｍｇ,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ＮＩＭ配合散,2339178B1075,2339178B1ZZZ,2339178BAZZZ,【般】ジアスターゼ・生薬等配合散,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「三和」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「ＳＮ」　７ｃｍ×１０ｃｍ,2649729S2240,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フェルビナクパップ７０ｍｇ「ラクール」　１０ｃｍ×１４ｃｍ,2649731S1267,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,フェルビナクテープ７０ｍｇ「ＮＰ」　１０ｃｍ×１４ｃｍ,2649731S1348,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,フェルビナクパップ７０ｍｇ「東光」　１０ｃｍ×１４ｃｍ,2649731S1275,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ヤクバンテープ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S2055,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「日医工」,3339950Q1139,3339950Q1ZZZ,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「ＹＤ」,3339950Q1090,3339950Q1ZZZ,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フェルビナクパップ７０ｍｇ「ユートク」　１０ｃｍ×１４ｃｍ,2649731S1291,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「パテル」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「トーワ」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「ＢＭＤ」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「東光」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フェルビナクテープ７０ｍｇ「久光」　１０ｃｍ×１４ｃｍ,2649731S1321,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,フルルビプロフェンテープ４０ｍｇ「ＱＱ」　１０ｃｍ×１４ｃｍ,2649732S2071,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「ＳＮ」　１０ｃｍ×１４ｃｍ,2649729S3173,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「ラクール」,3339950Q1015,3339950Q1ZZZ,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「東光」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,バルプロ酸ナトリウム徐放錠Ａ２００ｍｇ「トーワ」,1139004G2012,1139004G2ZZZ,1139004GAZZZ,【般】バルプロ酸Ｎａ徐放錠２００ｍｇ,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「パテル」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「テイコク」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「三和」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フェルビナクテープ７０ｍｇ「三笠」　１０ｃｍ×１４ｃｍ,2649731S1330,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「ＢＭＤ」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,1329711Q1021,1329711Q1ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ナゾネックス点鼻液５０μｇ１１２噴霧用　９ｍｇ１８ｇ,1329710Q2023,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「トーワ」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,セルタッチテープ７０　１０ｃｍ×１４ｃｍ,2649731S1232,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,消毒用マルオアルコール,2619805X1066,2619805X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,チモロールＸＥ点眼液０．２５％「ニットー」,1319702Q3061,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．５％「ニットー」,1319702Q4068,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．２５％「杏林」,1319702Q3010,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．５％「杏林」,1319702Q4050,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．５％「ＴＳ」,1319702Q4041,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．２５％「ＴＳ」,1319702Q3045,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション,3339950Q1015,3339950Q1ZZZ,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「ニットー」,3339950Q1112,3339950Q1ZZZ,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「ニプロ」,3339950Q1104,3339950Q1ZZZ,3339950QBZZZ,【般】ヘパリン類似物質外用液０．３％（水性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ２０ｍｇ「杏林」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープ４０ｍｇ「杏林」　１０ｃｍ×１４ｃｍ,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールマレイン酸塩０．２５％１ｍＬＸＥ点眼液,1319702Q3010,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用　５ｍｇ１０ｇ,1329710Q1035,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「杏林」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2031,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,アラミスト点鼻液２７．５μｇ１２０噴霧用　５ｍｇ１０ｇ,1329711Q2028,1329711Q2ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＭＹＬ」５６噴霧用　３．５ｍｇ７ｇ,1329710Q3020,1329710Q3ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＭＹＬ」１１２噴霧用　６．５ｍｇ１３ｇ,1329710Q4026,1329710Q4ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「タカタ」５６噴霧用　５ｍｇ１０ｇ,1329710Q1060,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「タカタ」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2066,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「トーワ」５６噴霧用　５ｍｇ１０ｇ,1329710Q1078,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「トーワ」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2074,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＣＥＯ」５６噴霧用　５ｍｇ１０ｇ,1329710Q1043,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＣＥＯ」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2040,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＪＧ」５６噴霧用　５ｍｇ１０ｇ,1329710Q1051,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ＪＧ」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2058,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ニットー」５６噴霧用　５ｍｇ１０ｇ,1329710Q1086,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モメタゾン点鼻液５０μｇ「ニットー」１１２噴霧用　９ｍｇ１８ｇ,1329710Q2082,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェン（２０ｍｇ）７ｃｍ×１０ｃｍ貼付剤,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェン（４０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤,2649729S3017,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,バルプロ酸ナトリウム２００ｍｇ徐放錠,1139004G2012,1139004G2ZZZ,1139004GAZZZ,【般】バルプロ酸Ｎａ徐放錠２００ｍｇ,prefix8_aggregate_or_exception,False
non_exact_generic_relation,チモロールＸＥ点眼液０．２５％「センジュ」,1319702Q3088,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモロールＸＥ点眼液０．５％「センジュ」,1319702Q4084,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５タカタ５６　３ｍｇ,1329711Q3032,1329711Q3ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５タカタ１２０　５ｍｇ,1329711Q4039,1329711Q4ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５杏林５６　３ｍｇ６ｇ,1329711Q3024,1329711Q3ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５杏林１２０　５ｍｇ,1329711Q4020,1329711Q4ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５トーワ５６　３ｍｇ,1329711Q3040,1329711Q3ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５トーワ１２０　５ｍｇ,1329711Q4047,1329711Q4ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５武田テバ５６　３ｍｇ,1329711Q1030,1329711Q1ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５武田テバ１２０,1329711Q2036,1329711Q2ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５ニットー５６　３ｍｇ,1329711Q3059,1329711Q3ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,フルチカゾンフランカルボン酸エステル２７．５ニットー１２０,1329711Q4055,1329711Q4ZZZ,1329711QBZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ１２０噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ケトプロフェンテープＳ２０ｍｇ「テイコク」　７ｃｍ×１０ｃｍ,2649729S2010,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヘパリン類似物質ローション０．３％「ＮＩＴ」,3339950Q1015,3339950Q1ZZZ,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ＭＳ温シップ「タイホウ」,2649843S1039,2649843S1ZZZ,2649831SAZZZ,【般】サリチル酸メチル等配合パップ１０ｇ（温感）,unmatched,True
non_exact_generic_relation,ＭＳ温シップ「タカミツ」,2649843S1055,2649843S1ZZZ,2649831SAZZZ,【般】サリチル酸メチル等配合パップ１０ｇ（温感）,unmatched,True
non_exact_generic_relation,ネオ消アル「ニッコー」,2619820Q1031,2619820Q1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,リズモンＴＧ点眼液０．２５％,1319702Q5021,1319702Q5ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,リズモンＴＧ点眼液０．５％,1319702Q6028,1319702Q6ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,メタル消アル,2619805X1031,2619805X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,ラクール温シップ,2649843S1071,2649843S1ZZZ,2649831SAZZZ,【般】サリチル酸メチル等配合パップ１０ｇ（温感）,unmatched,True
non_exact_generic_relation,エチコール（ニワトリ印消毒用アルコール）,2619800X1020,2619800X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,山善消アル,2619803X1024,2619803X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ネオ兼一消アルＡ,2619813X1028,2619813X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,ネオ消アル（山善）,2619817X1026,2619817X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,True
non_exact_generic_relation,消毒用昭和アルコール,2619815X1027,2619815X1ZZZ,2619803XAZZZ,【般】消毒用アルコール配合外用液,unmatched,False
non_exact_generic_relation,チモプトールＸＥ点眼液０．２５％（選）,1319702Q3037,1319702Q3ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,チモプトールＸＥ点眼液０．５％（選）,1319702Q4033,1319702Q4ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,セルタッチパップ７０　１０ｃｍ×１４ｃｍ（選）,2649731S1143,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,モーラステープＬ４０ｍｇ　１０ｃｍ×１４ｃｍ（選）,2649729S3084,2649729S3ZZZ,2649729SCZZZ,【般】ケトプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,モーラステープ２０ｍｇ　７ｃｍ×１０ｃｍ（選）,2649729S2169,2649729S2ZZZ,2649729SAZZZ,【般】ケトプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ゼポラステープ４０ｍｇ　１０ｃｍ×１４ｃｍ（選）,2649732S2047,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ（選）,1329710Q1027,1329710Q1ZZZ,1329710QAZZZ,【般】モメタゾン点鼻液５０μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヒルドイドローション０．３％（選）,3339950Q1074,3339950Q1ZZZ,3339950QAZZZ,【般】ヘパリン類似物質外用液０．３％（乳剤性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,リズモンＴＧ点眼液０．２５％（選）,1319702Q5021,1319702Q5ZZZ,1319702QAZZZ,【般】チモロール点眼液０．２５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,リズモンＴＧ点眼液０．５％（選）,1319702Q6028,1319702Q6ZZZ,1319702QBZZZ,【般】チモロール点眼液０．５％（持続性）,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ヤクバンテープ４０ｍｇ　１０ｃｍ×１４ｃｍ（選）,2649732S2055,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,prefix8_aggregate_or_exception,False
non_exact_generic_relation,アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ（選）,1329711Q1021,1329711Q1ZZZ,1329711QAZZZ,【般】フルチカゾンフランカルボン酸点鼻液２７．５μｇ５６噴霧用,prefix8_aggregate_or_exception,True
non_exact_generic_relation,ナゾネックス点鼻液５０μｇ１１２噴霧用　９ｍｇ１８ｇ（選）,1329710Q2023,1329710Q2ZZZ,1329710QBZZZ,【般】モメタゾン点鼻液５０μｇ１１２噴霧用,prefix8_aggregate_or_exception,True
